session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
lo7on3jq,1,uw3xybjs,0,,InitializeParticipant,1670867685,1,0,0
lo7on3jq,2,6oscykfj,0,,InitializeParticipant,1670867686,1,0,0
lo7on3jq,3,5vx8c9iw,0,,InitializeParticipant,1670867689,1,0,0
lo7on3jq,4,bvqu8x51,0,,InitializeParticipant,1670867689,1,0,0
lo7on3jq,5,sug4fr73,0,,InitializeParticipant,1670867690,1,0,0
lo7on3jq,6,kt6lz0vm,0,,InitializeParticipant,1670867692,1,0,0
lo7on3jq,2,6oscykfj,1,preexperiment,InformedConsentDE,1670867692,1,0,0
lo7on3jq,7,qjzbha2f,0,,InitializeParticipant,1670867695,1,0,0
lo7on3jq,8,0qoorzb0,0,,InitializeParticipant,1670867696,1,0,0
lo7on3jq,9,i6d7mla3,0,,InitializeParticipant,1670867696,1,0,0
lo7on3jq,10,v8n235cu,0,,InitializeParticipant,1670867698,1,0,0
lo7on3jq,11,dxy0v7gb,0,,InitializeParticipant,1670867698,1,0,0
lo7on3jq,3,5vx8c9iw,1,preexperiment,InformedConsentDE,1670867698,1,0,0
lo7on3jq,12,2eqta5cs,0,,InitializeParticipant,1670867699,1,0,0
lo7on3jq,7,qjzbha2f,1,preexperiment,InformedConsentDE,1670867699,1,0,0
lo7on3jq,13,k991ryme,0,,InitializeParticipant,1670867699,1,0,0
lo7on3jq,14,57wdoe8l,0,,InitializeParticipant,1670867700,1,0,0
lo7on3jq,10,v8n235cu,1,preexperiment,InformedConsentDE,1670867702,1,0,0
lo7on3jq,9,i6d7mla3,1,preexperiment,InformedConsentDE,1670867702,1,0,0
lo7on3jq,15,u8dbnzey,0,,InitializeParticipant,1670867704,1,0,0
lo7on3jq,16,aupa3nr8,0,,InitializeParticipant,1670867704,1,0,0
lo7on3jq,14,57wdoe8l,1,preexperiment,InformedConsentDE,1670867706,1,0,0
lo7on3jq,2,6oscykfj,2,preexperiment,Instructions,1670867706,1,0,0
lo7on3jq,1,uw3xybjs,1,preexperiment,InformedConsentDE,1670867708,1,0,0
lo7on3jq,17,0k6pdafz,0,,InitializeParticipant,1670867708,1,0,0
lo7on3jq,2,6oscykfj,3,preexperiment,PartIWelcome,1670867708,1,0,0
lo7on3jq,11,dxy0v7gb,1,preexperiment,InformedConsentDE,1670867708,1,0,0
lo7on3jq,18,dzo9t1nt,0,,InitializeParticipant,1670867709,1,0,0
lo7on3jq,19,fqfkc9nn,0,,InitializeParticipant,1670867711,1,0,0
lo7on3jq,10,v8n235cu,2,preexperiment,Instructions,1670867714,1,0,0
lo7on3jq,4,bvqu8x51,1,preexperiment,InformedConsentDE,1670867716,1,0,0
lo7on3jq,20,x9mhsa5x,0,,InitializeParticipant,1670867718,1,0,0
lo7on3jq,10,v8n235cu,3,preexperiment,PartIWelcome,1670867722,1,0,0
lo7on3jq,16,aupa3nr8,1,preexperiment,InformedConsentDE,1670867723,1,0,0
lo7on3jq,9,i6d7mla3,2,preexperiment,Instructions,1670867726,1,0,0
lo7on3jq,3,5vx8c9iw,2,preexperiment,Instructions,1670867727,1,0,0
lo7on3jq,7,qjzbha2f,2,preexperiment,Instructions,1670867727,1,0,0
lo7on3jq,17,0k6pdafz,1,preexperiment,InformedConsentDE,1670867728,1,0,0
lo7on3jq,9,i6d7mla3,3,preexperiment,PartIWelcome,1670867730,1,0,0
lo7on3jq,7,qjzbha2f,3,preexperiment,PartIWelcome,1670867731,1,0,0
lo7on3jq,3,5vx8c9iw,3,preexperiment,PartIWelcome,1670867731,1,0,0
lo7on3jq,15,u8dbnzey,1,preexperiment,InformedConsentDE,1670867738,1,0,0
lo7on3jq,4,bvqu8x51,2,preexperiment,Instructions,1670867746,1,0,0
lo7on3jq,19,fqfkc9nn,1,preexperiment,InformedConsentDE,1670867747,1,0,0
lo7on3jq,1,uw3xybjs,2,preexperiment,Instructions,1670867748,1,0,0
lo7on3jq,4,bvqu8x51,3,preexperiment,PartIWelcome,1670867751,1,0,0
lo7on3jq,11,dxy0v7gb,2,preexperiment,Instructions,1670867753,1,0,0
lo7on3jq,17,0k6pdafz,2,preexperiment,Instructions,1670867754,1,0,0
lo7on3jq,1,uw3xybjs,3,preexperiment,PartIWelcome,1670867756,1,0,0
lo7on3jq,11,dxy0v7gb,3,preexperiment,PartIWelcome,1670867757,1,0,0
lo7on3jq,16,aupa3nr8,2,preexperiment,Instructions,1670867759,1,0,0
lo7on3jq,17,0k6pdafz,3,preexperiment,PartIWelcome,1670867763,1,0,0
lo7on3jq,18,dzo9t1nt,1,preexperiment,InformedConsentDE,1670867763,1,0,0
lo7on3jq,5,sug4fr73,1,preexperiment,InformedConsentDE,1670867765,1,0,0
lo7on3jq,16,aupa3nr8,3,preexperiment,PartIWelcome,1670867765,1,0,0
lo7on3jq,10,v8n235cu,4,preexperiment,Questionnaire,1670867767,1,0,0
lo7on3jq,2,6oscykfj,4,preexperiment,Questionnaire,1670867778,1,0,0
lo7on3jq,10,v8n235cu,5,preexperiment,RiskElicitation,1670867779,1,0,0
lo7on3jq,10,v8n235cu,6,preexperiment,ResultsRisk,1670867781,1,0,0
lo7on3jq,3,5vx8c9iw,4,preexperiment,Questionnaire,1670867783,1,0,0
lo7on3jq,19,fqfkc9nn,2,preexperiment,Instructions,1670867786,1,0,0
lo7on3jq,21,ucmm52dt,0,,InitializeParticipant,1670867786,1,0,0
lo7on3jq,20,x9mhsa5x,1,preexperiment,InformedConsentDE,1670867787,1,0,0
lo7on3jq,5,sug4fr73,2,preexperiment,Instructions,1670867788,1,0,0
lo7on3jq,13,k991ryme,1,preexperiment,InformedConsentDE,1670867790,1,0,0
lo7on3jq,2,6oscykfj,5,preexperiment,RiskElicitation,1670867790,1,0,0
lo7on3jq,2,6oscykfj,6,preexperiment,ResultsRisk,1670867792,1,0,0
lo7on3jq,19,fqfkc9nn,3,preexperiment,PartIWelcome,1670867794,1,0,0
lo7on3jq,5,sug4fr73,3,preexperiment,PartIWelcome,1670867795,1,0,0
lo7on3jq,10,v8n235cu,7,preexperiment,PartIIWelcome,1670867795,1,0,0
lo7on3jq,3,5vx8c9iw,5,preexperiment,RiskElicitation,1670867796,1,0,0
lo7on3jq,3,5vx8c9iw,6,preexperiment,ResultsRisk,1670867798,1,0,0
lo7on3jq,15,u8dbnzey,2,preexperiment,Instructions,1670867800,1,0,0
lo7on3jq,2,6oscykfj,7,preexperiment,PartIIWelcome,1670867803,1,0,0
lo7on3jq,11,dxy0v7gb,4,preexperiment,Questionnaire,1670867810,1,0,0
lo7on3jq,3,5vx8c9iw,7,preexperiment,PartIIWelcome,1670867812,1,0,0
lo7on3jq,21,ucmm52dt,1,preexperiment,InformedConsentDE,1670867812,1,0,0
lo7on3jq,9,i6d7mla3,4,preexperiment,Questionnaire,1670867813,1,0,0
lo7on3jq,15,u8dbnzey,3,preexperiment,PartIWelcome,1670867814,1,0,0
lo7on3jq,1,uw3xybjs,4,preexperiment,Questionnaire,1670867814,1,0,0
lo7on3jq,12,2eqta5cs,1,preexperiment,InformedConsentDE,1670867818,1,0,0
lo7on3jq,13,k991ryme,2,preexperiment,Instructions,1670867819,1,0,0
lo7on3jq,4,bvqu8x51,4,preexperiment,Questionnaire,1670867823,1,0,0
lo7on3jq,11,dxy0v7gb,5,preexperiment,RiskElicitation,1670867826,1,0,0
lo7on3jq,11,dxy0v7gb,6,preexperiment,ResultsRisk,1670867828,1,0,0
lo7on3jq,10,v8n235cu,8,preexperiment,HL,1670867829,1,0,0
lo7on3jq,13,k991ryme,3,preexperiment,PartIWelcome,1670867829,1,0,0
lo7on3jq,18,dzo9t1nt,2,preexperiment,Instructions,1670867830,1,0,0
lo7on3jq,17,0k6pdafz,4,preexperiment,Questionnaire,1670867831,1,0,0
lo7on3jq,7,qjzbha2f,4,preexperiment,Questionnaire,1670867831,1,0,0
lo7on3jq,22,xb3itzp2,0,,InitializeParticipant,1670867831,1,0,0
lo7on3jq,1,uw3xybjs,5,preexperiment,RiskElicitation,1670867834,1,0,0
lo7on3jq,1,uw3xybjs,6,preexperiment,ResultsRisk,1670867836,1,0,0
lo7on3jq,18,dzo9t1nt,3,preexperiment,PartIWelcome,1670867836,1,0,0
lo7on3jq,20,x9mhsa5x,2,preexperiment,Instructions,1670867837,1,0,0
lo7on3jq,9,i6d7mla3,5,preexperiment,RiskElicitation,1670867840,1,0,0
lo7on3jq,21,ucmm52dt,2,preexperiment,Instructions,1670867841,1,0,0
lo7on3jq,9,i6d7mla3,6,preexperiment,ResultsRisk,1670867843,1,0,0
lo7on3jq,20,x9mhsa5x,3,preexperiment,PartIWelcome,1670867844,1,0,0
lo7on3jq,2,6oscykfj,8,preexperiment,HL,1670867844,1,0,0
lo7on3jq,12,2eqta5cs,2,preexperiment,Instructions,1670867847,1,0,0
lo7on3jq,16,aupa3nr8,4,preexperiment,Questionnaire,1670867847,1,0,0
lo7on3jq,11,dxy0v7gb,7,preexperiment,PartIIWelcome,1670867848,1,0,0
lo7on3jq,4,bvqu8x51,5,preexperiment,RiskElicitation,1670867848,1,0,0
lo7on3jq,21,ucmm52dt,3,preexperiment,PartIWelcome,1670867848,1,0,0
lo7on3jq,7,qjzbha2f,5,preexperiment,RiskElicitation,1670867849,1,0,0
lo7on3jq,12,2eqta5cs,3,preexperiment,PartIWelcome,1670867852,1,0,0
lo7on3jq,7,qjzbha2f,6,preexperiment,ResultsRisk,1670867854,1,0,0
lo7on3jq,5,sug4fr73,4,preexperiment,Questionnaire,1670867854,1,0,0
lo7on3jq,4,bvqu8x51,6,preexperiment,ResultsRisk,1670867854,1,0,0
lo7on3jq,19,fqfkc9nn,4,preexperiment,Questionnaire,1670867855,1,0,0
lo7on3jq,17,0k6pdafz,5,preexperiment,RiskElicitation,1670867856,1,0,0
lo7on3jq,22,xb3itzp2,1,preexperiment,InformedConsentDE,1670867858,1,0,0
lo7on3jq,9,i6d7mla3,7,preexperiment,PartIIWelcome,1670867858,1,0,0
lo7on3jq,1,uw3xybjs,7,preexperiment,PartIIWelcome,1670867858,1,0,0
lo7on3jq,17,0k6pdafz,6,preexperiment,ResultsRisk,1670867859,1,0,0
lo7on3jq,14,57wdoe8l,2,preexperiment,Instructions,1670867863,1,0,0
lo7on3jq,14,57wdoe8l,3,preexperiment,PartIWelcome,1670867868,1,0,0
lo7on3jq,16,aupa3nr8,5,preexperiment,RiskElicitation,1670867869,1,0,0
lo7on3jq,17,0k6pdafz,7,preexperiment,PartIIWelcome,1670867869,1,0,0
lo7on3jq,8,0qoorzb0,1,preexperiment,InformedConsentDE,1670867873,1,0,0
lo7on3jq,3,5vx8c9iw,8,preexperiment,HL,1670867875,1,0,0
lo7on3jq,4,bvqu8x51,7,preexperiment,PartIIWelcome,1670867875,1,0,0
lo7on3jq,7,qjzbha2f,7,preexperiment,PartIIWelcome,1670867877,1,0,0
lo7on3jq,16,aupa3nr8,6,preexperiment,ResultsRisk,1670867879,1,0,0
lo7on3jq,2,6oscykfj,9,preexperiment,HLLossFraming,1670867879,1,0,0
lo7on3jq,2,6oscykfj,10,preexperiment,AssignLosses,1670867881,1,0,0
lo7on3jq,13,k991ryme,4,preexperiment,Questionnaire,1670867884,1,0,0
lo7on3jq,18,dzo9t1nt,4,preexperiment,Questionnaire,1670867886,1,0,0
lo7on3jq,19,fqfkc9nn,5,preexperiment,RiskElicitation,1670867890,1,0,0
lo7on3jq,19,fqfkc9nn,6,preexperiment,ResultsRisk,1670867894,1,0,0
lo7on3jq,2,6oscykfj,11,informationtreatment,PartIIIWelcome,1670867896,1,0,0
lo7on3jq,18,dzo9t1nt,5,preexperiment,RiskElicitation,1670867897,1,0,0
lo7on3jq,18,dzo9t1nt,6,preexperiment,ResultsRisk,1670867900,1,0,0
lo7on3jq,5,sug4fr73,5,preexperiment,RiskElicitation,1670867903,1,0,0
lo7on3jq,2,6oscykfj,12,informationtreatment,RiskInformation,1670867904,1,0,0
lo7on3jq,5,sug4fr73,6,preexperiment,ResultsRisk,1670867906,1,0,0
lo7on3jq,14,57wdoe8l,4,preexperiment,Questionnaire,1670867907,1,0,0
lo7on3jq,10,v8n235cu,9,preexperiment,HLLossFraming,1670867907,1,0,0
lo7on3jq,19,fqfkc9nn,7,preexperiment,PartIIWelcome,1670867909,1,0,0
lo7on3jq,10,v8n235cu,10,preexperiment,AssignLosses,1670867910,1,0,0
lo7on3jq,12,2eqta5cs,4,preexperiment,Questionnaire,1670867910,1,0,0
lo7on3jq,16,aupa3nr8,7,preexperiment,PartIIWelcome,1670867911,1,0,0
lo7on3jq,21,ucmm52dt,4,preexperiment,Questionnaire,1670867919,1,0,0
