label,loss_amount,round_number,purchased_coverage,random_number,state,timer_faq_choiceaffectsprice,timer_faq_howitworks,timer_faq_noinsurance,timer_faq_coverage,timer_char7,timer_char4,timer_char3,timer_char2,timer_char1,insurance,WTP,belief,prob,var4,var3,var2,var1,number_entered,result_risk,session.code,treatment,age,gender,smoker,health,exercisedays,exercisehours,insurancehealth,lifeinsurance,riskdriving,riskfinance,risksport,riskjob,riskhealth,risk,final_payoff,HL_switchpoint,HLLF_switchpoint
5b59ea857ac6d70001aae449,40.0,1,0.0,29.0,ill,4548.0,20718.0,,1446.0,,31791.0,17957.0,13701.0,18881.0,29.0,12.0,60.25,0.3220395695513543,8.0,1.0,7.8731,1.0,25.0,25.0,lo7on3jq,posinfo,27.0,1.0,0.0,5.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,546.0,6.0,0.0
5422ae1afdf99b328c91b203,40.0,1,1.0,12.0,healthy,3701.0,1896.0,,1529.0,8641.0,8015.0,6045.0,7997.0,11685.0,12.0,12.0,59.75,0.3220395695513543,8.0,1.0,7.8731,1.0,10.0,40.0,lo7on3jq,baseline,42.0,1.0,0.0,7.0,5.0,1.0,1.0,0.0,2.0,3.0,5.0,4.0,2.0,4.0,420.0,0.0,5.0
60eefc637c43864099be023a,40.0,1,0.0,29.0,healthy,4836.0,10565.0,,3304.0,,,,,2452.0,29.0,21.0,32.5,0.3220395695513543,8.0,1.0,7.8731,1.0,30.0,95.0,lo7on3jq,fullinfo,25.0,1.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,3.0,5.0,5.0,3.0,7.0,722.0,7.0,6.0
5d7ebf9e93902b0001965912,20.0,1,1.0,12.0,healthy,7166.0,23750.0,,1939.0,,39589.0,43866.0,36637.0,25044.0,12.0,15.0,67.5,0.3220395695513543,8.0,1.0,7.8731,1.0,0.0,50.0,lo7on3jq,varinfo,38.0,0.0,0.0,8.0,6.0,2.0,1.0,0.0,1.0,4.0,6.0,4.0,1.0,2.0,501.0,7.0,4.0
5f25ae44546c5a26eabe8a14,40.0,1,0.0,23.0,healthy,3259.0,27493.0,,1901.0,,,5.0,,453.0,23.0,22.0,50.0,0.3220395695513543,8.0,1.0,7.8731,1.0,25.0,25.0,lo7on3jq,neginfo,27.0,1.0,0.0,9.0,1.0,1.0,-1.0,-1.0,2.0,2.0,0.0,0.0,0.0,1.0,544.0,8.0,0.0
5bc0dc5f68d8ec0001a27a7f,40.0,1,0.0,24.0,healthy,,,,,,4796.0,4681.0,5687.0,8579.0,24.0,20.0,67.5,0.2689415536215669,4.0,1.0,2.0,1.0,50.0,125.0,lo7on3jq,posinfo,20.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,4.0,5.0,7.0,5.0,4.0,5.0,540.0,,
5eb9a982da9efb0d08870a26,80.0,1,1.0,19.0,healthy,377.0,651.0,,691.0,,,,8984.0,,19.0,40.0,93.0,0.2689415536215669,4.0,1.0,2.0,1.0,50.0,125.0,lo7on3jq,varinfo,47.0,1.0,0.0,6.0,3.0,2.0,1.0,1.0,4.0,4.0,6.0,6.0,3.0,4.0,589.0,6.0,6.0
5e7fa0e918b10804bb87eb63,80.0,1,1.0,35.0,ill,2031.0,5655.0,,814.0,,16101.0,5235.0,23300.0,18505.0,35.0,36.0,60.0,0.2689415536215669,4.0,1.0,2.0,1.0,10.0,40.0,lo7on3jq,neginfo,50.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,2.0,2.0,3.0,514.0,8.0,7.0
5ddc3d821096eab9b719ca02,60.0,1,0.0,43.0,healthy,3501.0,757.0,,1055.0,3952.0,6452.0,11246.0,13672.0,12353.0,43.0,10.0,9.0,0.2689415536215669,4.0,1.0,2.0,1.0,1.0,51.5,lo7on3jq,baseline,27.0,0.0,0.0,7.0,3.0,0.5,1.0,0.0,3.0,5.0,5.0,3.0,2.0,5.0,517.5,6.0,7.0
5fb249cbf1bb8b7db9bb8d13,40.0,1,0.0,19.0,healthy,666.0,2428.0,,1011.0,,12054.0,,17447.0,16840.0,19.0,12.0,49.0,0.2141651641257343,6.0,0.0,4.0,0.0,20.0,80.0,lo7on3jq,varinfo,57.0,1.0,0.0,8.0,5.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,4.0,5.0,644.0,7.0,8.0
