label,loss_amount,round_number,purchased_coverage,random_number,state,timer_faq_choiceaffectsprice,timer_faq_howitworks,timer_faq_noinsurance,timer_faq_coverage,timer_char7,timer_char4,timer_char3,timer_char2,timer_char1,insurance,WTP,belief,prob,var4,var3,var2,var1,number_entered,result_risk,session.code,treatment,age,gender,smoker,health,exercisedays,exercisehours,insurancehealth,lifeinsurance,riskdriving,riskfinance,risksport,riskjob,riskhealth,risk,final_payoff,HL_switchpoint,HLLF_switchpoint
5dc2eae146c7ba2062db9637,100.0,1,0.0,57.0,healthy,582.0,4163.0,,1147.0,,7290.0,7979.0,16470.0,24345.0,57.0,25.0,34.75,0.3220395695513543,8.0,1.0,7.8731,1.0,0.2,49.8,erh1x9kd,varinfo,42.0,0.0,0.0,7.0,4.0,1.0,1.0,1.0,3.0,6.0,8.0,5.0,2.0,5.0,626.8,8.0,5.0
5b52f4933234ab00014ca442,100.0,1,0.0,31.0,healthy,9304.0,26380.0,,1294.0,,94411.0,73195.0,42425.0,38153.0,31.0,20.0,49.5,0.3220395695513543,8.0,1.0,7.8731,1.0,0.0,50.0,erh1x9kd,posinfo,26.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,4.0,3.0,649.0,6.0,6.0
56ce42d9465e580006846f57,40.0,1,1.0,7.0,healthy,,,,173.0,,,107.0,162.0,332.0,7.0,15.0,40.5,0.3220395695513543,8.0,1.0,7.8731,1.0,10.0,40.0,erh1x9kd,fullinfo,54.0,0.0,1.0,5.0,2.0,0.75,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,596.0,,
5fb29577ca2ab98b170f5299,100.0,1,1.0,76.0,ill,3988.0,11038.0,,1363.0,,,6519.0,10479.0,24080.0,76.0,86.0,95.0,0.3220395695513543,8.0,1.0,7.8731,1.0,0.0,50.0,erh1x9kd,neginfo,34.0,0.0,0.0,9.0,6.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,466.0,8.0,3.0
5c62de3f48fe4e000180e09d,20.0,1,0.0,4.0,healthy,6893.0,16955.0,,1767.0,6158.0,6456.0,4538.0,22623.0,21854.0,4.0,0.0,35.0,0.2689415536215669,4.0,1.0,2.0,1.0,0.0,50.0,erh1x9kd,baseline,47.0,1.0,0.0,4.0,4.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,615.0,9.0,5.0
5f1ad337b6464a21cea3a611,100.0,1,0.0,26.0,healthy,1894.0,267.0,,2543.0,,2466.0,3384.0,6231.0,14575.0,26.0,19.0,31.0,0.2689415536215669,4.0,1.0,2.0,1.0,30.0,95.0,erh1x9kd,posinfo,48.0,1.0,0.0,7.0,5.0,1.0,1.0,1.0,0.0,3.0,4.0,5.0,2.0,6.0,648.0,,4.0
5836f2421bf4040001eb6a36,80.0,1,1.0,14.0,healthy,1164.0,12012.0,,3324.0,,2232.0,1613.0,2884.0,5164.0,14.0,25.0,27.0,0.2689415536215669,4.0,1.0,2.0,1.0,0.0,50.0,erh1x9kd,fullinfo,59.0,0.0,0.0,8.0,4.0,0.75,1.0,1.0,3.0,6.0,2.0,3.0,5.0,6.0,779.0,6.0,
5d445f038dd58b001afdeb32,100.0,1,1.0,12.0,healthy,,,,,,3134.0,,924.0,3342.0,12.0,20.0,38.5,0.2689415536215669,4.0,1.0,2.0,1.0,25.0,25.0,erh1x9kd,varinfo,49.0,0.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,7.0,7.0
5dfb7cbd01423f8a774d893b,100.0,1,1.0,44.0,healthy,,,,,,103.0,126.0,111.0,115.0,44.0,100.0,45.0,0.2689415536215669,4.0,1.0,2.0,1.0,0.0,50.0,erh1x9kd,neginfo,71.0,0.0,0.0,8.0,4.0,2.0,0.0,1.0,0.0,6.0,2.0,2.0,0.0,5.0,446.0,9.0,0.0
6361bfe81e0da4a406b33f1e,20.0,1,1.0,15.0,ill,6177.0,28203.0,,2893.0,,16494.0,11302.0,15574.0,6205.0,15.0,15.0,30.0,0.2141651641257343,6.0,0.0,4.0,0.0,0.1,49.9,erh1x9kd,posinfo,30.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,4.0,5.0,6.0,4.0,7.0,3.0,610.9,5.0,
5cc99062d918560016acf6ac,60.0,1,1.0,3.0,healthy,1697.0,4117.0,,1586.0,,5009.0,702.0,32647.0,24267.0,3.0,25.0,16.25,0.2141651641257343,6.0,0.0,4.0,0.0,20.0,30.0,erh1x9kd,neginfo,53.0,1.0,0.0,9.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,521.0,7.0,9.0
5a270517b4a5de00011af15c,40.0,1,0.0,19.0,healthy,9417.0,17505.0,,1983.0,10119.0,8582.0,8497.0,13513.0,13050.0,19.0,12.0,21.25,0.2141651641257343,6.0,0.0,4.0,0.0,20.0,30.0,erh1x9kd,fullinfo,32.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,5.0,3.0,681.0,7.0,
