label,loss_amount,round_number,purchased_coverage,random_number,state,timer_faq_choiceaffectsprice,timer_faq_howitworks,timer_faq_noinsurance,timer_faq_coverage,timer_char7,timer_char4,timer_char3,timer_char2,timer_char1,insurance,WTP,belief,prob,var4,var3,var2,var1,number_entered,result_risk,session.code,treatment,age,gender,smoker,health,exercisedays,exercisehours,insurancehealth,lifeinsurance,riskdriving,riskfinance,risksport,riskjob,riskhealth,risk,final_payoff,HL_switchpoint,HLLF_switchpoint
5efd22056ec55516587f32a6,80.0,1,1.0,42.0,healthy,2744.0,111711.0,,1709.0,,71330.0,43487.0,22288.0,23486.0,42.0,42.0,68.5,0.3220395695513543,8.0,1.0,7.8731,1.0,20.0,30.0,24ztwtzp,posinfo,24.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,2.0,3.0,5.0,4.0,3.0,4.0,541.0,6.0,7.0
5b59a51fca6d01000157a8c3,100.0,1,1.0,7.0,healthy,1303.0,20503.0,,143.0,4663.0,4840.0,18127.0,15120.0,10863.0,7.0,10.0,32.25,0.3220395695513543,8.0,1.0,7.8731,1.0,0.0,50.0,24ztwtzp,fullinfo,37.0,0.0,0.0,7.0,2.0,0.5,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,800.0,6.0,6.0
5fea2e6613597c51a166f24d,40.0,1,0.0,30.0,ill,2398.0,5935.0,,1322.0,,,,,219.0,30.0,10.0,80.0,0.3220395695513543,8.0,1.0,7.8731,1.0,50.0,125.0,24ztwtzp,varinfo,55.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,2.0,3.0,483.0,5.0,4.0
5abb8dcb7ccedb0001b7f0d7,60.0,1,0.0,24.0,healthy,16622.0,31700.0,,1663.0,,55441.0,4023.0,78305.0,63116.0,24.0,8.0,12.5,0.3220395695513543,8.0,1.0,7.8731,1.0,2.0,48.0,24ztwtzp,neginfo,66.0,1.0,0.0,8.0,1.0,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,529.0,9.0,7.0
6358f1332459f21caa585aef,100.0,1,1.0,2.0,healthy,,,,651.0,7273.0,5532.0,3516.0,33874.0,16356.0,2.0,20.0,45.0,0.2689415536215669,4.0,1.0,2.0,1.0,25.0,87.5,24ztwtzp,fullinfo,21.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,7.0,1.0,4.0,3.0,717.5,7.0,8.0
5f00d65cb69f9e20f144e404,40.0,1,0.0,12.0,healthy,1762.0,5734.0,,930.0,,34924.0,11457.0,22698.0,27061.0,12.0,0.0,32.0,0.2689415536215669,4.0,1.0,2.0,1.0,10.0,40.0,24ztwtzp,varinfo,26.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,3.0,489.0,9.0,5.0
5f0f6ef654ae12126762bd4e,40.0,1,0.0,40.0,ill,3335.0,46034.0,,1380.0,8518.0,3847.0,7541.0,10658.0,14598.0,40.0,13.0,63.5,0.2689415536215669,4.0,1.0,2.0,1.0,20.0,80.0,24ztwtzp,baseline,62.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,596.0,6.0,6.0
611aa9eeaa36f51f00d5e8da,40.0,1,0.0,30.0,ill,1163.0,891.0,,1072.0,,,,,83.0,30.0,15.0,50.0,0.2689415536215669,4.0,1.0,2.0,1.0,0.0,50.0,24ztwtzp,posinfo,30.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,494.0,7.0,3.0
62ceeffea6d9872b4adeee6f,100.0,1,0.0,25.0,ill,,,,,,4570.0,9062.0,8253.0,3004.0,25.0,13.0,29.25,0.2689415536215669,4.0,1.0,2.0,1.0,30.0,95.0,24ztwtzp,neginfo,22.0,0.0,0.0,8.0,7.0,1.0,-1.0,-1.0,-1.0,10.0,10.0,10.0,0.0,8.0,594.0,4.0,6.0
58542426733c730001a5d1f4,60.0,1,0.0,55.0,healthy,2000.0,17176.0,,760.0,10528.0,4552.0,5864.0,9864.0,11600.0,55.0,30.0,64.0,0.2141651641257343,6.0,0.0,4.0,0.0,20.0,80.0,24ztwtzp,baseline,28.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,6.0,5.0,4.0,5.0,5.0,615.0,7.0,3.0
