label,loss_amount,round_number,purchased_coverage,random_number,state,timer_faq_choiceaffectsprice,timer_faq_howitworks,timer_faq_noinsurance,timer_faq_coverage,timer_char7,timer_char4,timer_char3,timer_char2,timer_char1,insurance,WTP,belief,prob,var4,var3,var2,var1,number_entered,result_risk,session.code,treatment,age,gender,smoker,health,exercisedays,exercisehours,insurancehealth,lifeinsurance,riskdriving,riskfinance,risksport,riskjob,riskhealth,risk,final_payoff,HL_switchpoint,HLLF_switchpoint
5995889da2bbe000018833d9,60.0,1,0.0,44.0,ill,4204.0,6226.0,,198.0,,4123.0,5089.0,7971.0,9172.0,44.0,30.0,45.5,0.3220395695513543,8.0,1.0,7.8731,1.0,10.0,40.0,u1h5ive2,neginfo,32.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,5.0,5.0,6.0,0.0,5.0,356.0,0.0,7.0
5eff07d279c81803541503a8,100.0,1,1.0,11.0,healthy,2173.0,14705.0,,2480.0,3939.0,4979.0,1433.0,1352.0,9190.0,11.0,30.0,55.5,0.3220395695513543,8.0,1.0,7.8731,1.0,25.0,25.0,u1h5ive2,baseline,45.0,1.0,0.0,6.0,3.0,1.0,-1.0,0.0,2.0,4.0,5.0,4.0,4.0,5.0,517.0,9.0,7.0
6064f324490f89475bf8e184,80.0,1,0.0,66.0,healthy,2876.0,226.0,,451.0,,1586.0,4676.0,3109.0,4666.0,66.0,24.0,61.25,0.3220395695513543,8.0,1.0,7.8731,1.0,25.0,87.5,u1h5ive2,posinfo,20.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,6.0,8.0,5.0,2.0,6.0,672.5,3.0,4.0
5a9d68a3dbdb470001eefb79,40.0,1,0.0,36.0,healthy,,,,,,200.0,252.0,568.0,273.0,36.0,15.0,42.25,0.3220395695513543,8.0,1.0,7.8731,1.0,23.0,27.0,u1h5ive2,fullinfo,54.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,438.0,4.0,5.0
5ef647ec3ce68a1178780f5a,60.0,1,0.0,34.0,healthy,,,,,,290.0,1673.0,2152.0,12688.0,34.0,20.0,44.75,0.3220395695513543,8.0,1.0,7.8731,1.0,50.0,0.0,u1h5ive2,varinfo,45.0,1.0,0.0,9.0,6.0,1.0,1.0,0.0,1.0,3.0,6.0,5.0,4.0,4.0,462.0,7.0,6.0
62861bcc5f0edf6340c914df,40.0,1,1.0,18.0,healthy,5735.0,16199.0,,1175.0,,59513.0,36758.0,71673.0,33396.0,18.0,40.0,85.0,0.2689415536215669,4.0,1.0,2.0,1.0,5.0,45.0,u1h5ive2,varinfo,30.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,542.0,8.0,7.0
5ecff76b3acdb0095ebf080d,60.0,1,0.0,33.0,healthy,835.0,1770.0,,890.0,5135.0,8625.0,4940.0,8057.0,12840.0,33.0,20.0,61.0,0.2689415536215669,4.0,1.0,2.0,1.0,50.0,125.0,u1h5ive2,baseline,38.0,0.0,0.0,7.0,3.0,1.0,0.0,1.0,7.0,8.0,8.0,6.0,2.0,7.0,733.0,3.0,9.0
5e9edad6e7784d016ed87b36,60.0,1,0.0,34.0,healthy,1660.0,3359.0,,1464.0,,53136.0,14111.0,14558.0,14720.0,34.0,25.0,59.0,0.2689415536215669,4.0,1.0,2.0,1.0,0.0,50.0,u1h5ive2,posinfo,44.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,5.0,5.0,3.0,545.0,8.0,8.0
5b17642244127b00013f7f65,100.0,1,0.0,83.0,healthy,376.0,,,4987.0,,,,,1747.0,83.0,33.0,69.75,0.2689415536215669,4.0,1.0,2.0,1.0,10.0,40.0,u1h5ive2,fullinfo,37.0,1.0,0.0,8.0,4.0,1.0,-1.0,0.0,0.0,5.0,4.0,5.0,3.0,5.0,755.0,6.0,
599973b4336b6b000159e62d,20.0,1,0.0,15.0,healthy,1947.0,6524.0,,591.0,,7.0,4.0,10.0,450.0,15.0,5.0,31.0,0.2689415536215669,4.0,1.0,2.0,1.0,22.0,28.0,u1h5ive2,neginfo,25.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,484.0,6.0,5.0
5bad16bfd0e97100013f49ad,100.0,1,0.0,45.0,healthy,,,,8.0,5.0,,,7.0,83.0,45.0,20.0,41.0,0.2141651641257343,6.0,0.0,4.0,0.0,50.0,125.0,u1h5ive2,fullinfo,49.0,0.0,1.0,7.0,1.0,3.0,1.0,1.0,6.0,7.0,9.0,4.0,5.0,8.0,730.0,0.0,5.0
5bb0e35556161d0001feccdc,100.0,1,0.0,88.0,healthy,11008.0,17491.0,,2611.0,6557.0,34196.0,14924.0,59493.0,33153.0,88.0,60.0,95.0,0.2141651641257343,6.0,0.0,4.0,0.0,10.0,40.0,u1h5ive2,baseline,63.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,541.0,9.0,0.0
5ce2cde71d1060001a811155,100.0,1,0.0,36.0,healthy,5028.0,15479.0,,1382.0,,30272.0,13720.0,11934.0,13387.0,36.0,26.0,56.75,0.2141651641257343,6.0,0.0,4.0,0.0,10.0,40.0,u1h5ive2,posinfo,51.0,1.0,0.0,7.0,2.0,4.0,1.0,0.0,2.0,4.0,5.0,3.0,2.0,3.0,656.0,2.0,4.0
6128188a420f8d3f27f8d8b1,60.0,1,0.0,41.0,healthy,,419.0,,452.0,,128.0,,,1073.0,41.0,30.0,65.75,0.2141651641257343,6.0,0.0,4.0,0.0,50.0,0.0,u1h5ive2,neginfo,19.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,6.0,5.0,7.0,6.0,1.0,5.0,427.0,3.0,5.0
60faa15c2865f29284c740fc,40.0,1,0.0,39.0,ill,3690.0,22665.0,,1033.0,,6286.0,7898.0,13944.0,24506.0,39.0,10.0,56.0,0.2141651641257343,6.0,0.0,4.0,0.0,30.0,95.0,u1h5ive2,varinfo,20.0,2.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,587.0,9.0,5.0
62b445062f732535911f91b7,100.0,1,1.0,32.0,ill,5323.0,9952.0,,1112.0,,22319.0,11857.0,85236.0,50427.0,32.0,39.0,68.5,0.7359452599427667,2.0,0.0,5.5,0.0,10.0,40.0,u1h5ive2,neginfo,26.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,6.0,4.0,3.0,3.0,1.0,3.0,682.0,8.0,7.0
5b97f2375612b30001acc4c9,40.0,1,0.0,34.0,ill,3518.0,5472.0,,1294.0,4605.0,1538.0,2176.0,5726.0,3363.0,34.0,10.0,46.0,0.7359452599427667,2.0,0.0,5.5,0.0,20.0,30.0,u1h5ive2,baseline,41.0,1.0,1.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,410.0,7.0,9.0
5c762ce8eda5da001662be0b,80.0,1,1.0,72.0,ill,6173.0,71349.0,,1392.0,8415.0,5696.0,5602.0,5455.0,11458.0,72.0,75.0,80.0,0.7359452599427667,2.0,0.0,5.5,0.0,50.0,0.0,u1h5ive2,fullinfo,27.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,3.0,6.0,3.0,5.0,4.0,4.0,655.0,7.0,4.0
637f86d14043aee189917962,60.0,1,0.0,51.0,ill,3209.0,11492.0,,2617.0,,14911.0,12035.0,11296.0,18799.0,51.0,30.0,70.0,0.7359452599427667,2.0,0.0,5.5,0.0,50.0,0.0,u1h5ive2,varinfo,40.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,2.0,0.0,7.0,6.0,3.0,5.0,470.0,,
61265e53740259c87b17cc66,80.0,1,0.0,55.0,ill,4.0,7.0,,16.0,,,,5.0,17.0,55.0,38.0,70.25,0.7359452599427667,2.0,0.0,5.5,0.0,10.0,40.0,u1h5ive2,posinfo,58.0,0.0,0.0,7.0,5.0,1.0,1.0,0.0,3.0,4.0,1.0,2.0,3.0,2.0,503.0,6.0,7.0
636594aeb530d6f0868d9806,100.0,1,1.0,53.0,ill,13248.0,23799.0,,6551.0,,,,,22775.0,53.0,100.0,24.0,0.9589086383106238,0.0,0.0,7.0,1.0,50.0,0.0,u1h5ive2,posinfo,56.0,0.0,0.0,6.0,3.0,0.5,1.0,0.0,3.0,3.0,6.0,6.0,3.0,3.0,391.0,7.0,7.0
63161177a364d42cdf76b1a6,20.0,1,1.0,9.0,ill,,,,,11.0,30.0,29.0,32.0,40.0,9.0,13.0,58.75,0.9589086383106238,0.0,0.0,7.0,1.0,50.0,0.0,u1h5ive2,fullinfo,20.0,0.0,0.0,10.0,3.0,10.0,0.0,1.0,2.0,7.0,7.0,8.0,2.0,10.0,604.0,4.0,
5c5da3b159ec1d0001fe5606,60.0,1,1.0,5.0,healthy,114.0,12103.0,,1116.0,,868.0,6815.0,6768.0,6137.0,5.0,20.0,70.0,0.9589086383106238,0.0,0.0,7.0,1.0,0.0,50.0,u1h5ive2,baseline,31.0,0.0,0.0,9.0,5.0,1.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0,3.0,581.0,4.0,4.0
5eccf455d8fbb95121cc38cd,100.0,1,1.0,9.0,ill,,,,75.0,,,4267.0,,366.0,9.0,62.0,45.0,0.9589086383106238,0.0,0.0,7.0,1.0,5.0,45.0,u1h5ive2,varinfo,24.0,1.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,4.0,4.0,602.0,6.0,5.0
608fdbc4196e5708ed3f291a,40.0,1,0.0,34.0,ill,22304.0,1108.0,,2218.0,,40774.0,15640.0,115199.0,85541.0,34.0,30.0,90.25,0.9589086383106238,0.0,0.0,7.0,1.0,0.0,50.0,u1h5ive2,neginfo,29.0,1.0,0.0,8.0,3.0,0.5,1.0,0.0,1.0,5.0,0.0,1.0,2.0,1.0,598.0,7.0,7.0
5995889da2bbe000018833d9,20.0,2,1.0,8.0,healthy,1370.0,1404.0,,,,580.0,809.0,5302.0,2227.0,8.0,12.0,50.0,0.3658644948225181,9.0,0.0,10.0,0.0,10.0,40.0,u1h5ive2,neginfo,32.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,5.0,5.0,6.0,0.0,5.0,356.0,0.0,7.0
5eff07d279c81803541503a8,40.0,2,0.0,40.0,healthy,7366.0,15415.0,,1389.0,5307.0,1065.0,2456.0,3916.0,3197.0,40.0,17.0,49.0,0.3658644948225181,9.0,0.0,10.0,0.0,25.0,25.0,u1h5ive2,baseline,45.0,1.0,0.0,6.0,3.0,1.0,-1.0,0.0,2.0,4.0,5.0,4.0,4.0,5.0,517.0,9.0,7.0
6064f324490f89475bf8e184,60.0,2,0.0,35.0,healthy,,,,,,,,,2438.0,35.0,12.0,45.75,0.3658644948225181,9.0,0.0,10.0,0.0,25.0,87.5,u1h5ive2,posinfo,20.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,6.0,8.0,5.0,2.0,6.0,672.5,3.0,4.0
5a9d68a3dbdb470001eefb79,100.0,2,1.0,45.0,ill,,,,,,,,,,45.0,92.0,51.5,0.3658644948225181,9.0,0.0,10.0,0.0,23.0,27.0,u1h5ive2,fullinfo,54.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,438.0,4.0,5.0
5ef647ec3ce68a1178780f5a,80.0,2,1.0,48.0,ill,,,,,,7398.0,4563.0,6630.0,8018.0,48.0,48.0,22.75,0.3658644948225181,9.0,0.0,10.0,0.0,50.0,0.0,u1h5ive2,varinfo,45.0,1.0,0.0,9.0,6.0,1.0,1.0,0.0,1.0,3.0,6.0,5.0,4.0,4.0,462.0,7.0,6.0
62861bcc5f0edf6340c914df,100.0,2,0.0,47.0,healthy,4240.0,1009.0,,89.0,,40072.0,6968.0,9138.0,9352.0,47.0,42.0,24.25,0.0573242776758309,7.0,0.0,1.0,0.0,5.0,45.0,u1h5ive2,varinfo,30.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,542.0,8.0,7.0
5ecff76b3acdb0095ebf080d,20.0,2,0.0,13.0,healthy,,,,,2100.0,1426.0,3248.0,2675.0,2236.0,13.0,5.0,43.0,0.0573242776758309,7.0,0.0,1.0,0.0,50.0,125.0,u1h5ive2,baseline,38.0,0.0,0.0,7.0,3.0,1.0,0.0,1.0,7.0,8.0,8.0,6.0,2.0,7.0,733.0,3.0,9.0
5e9edad6e7784d016ed87b36,40.0,2,0.0,24.0,healthy,,,,,,13443.0,2267.0,3032.0,2521.0,24.0,12.0,25.0,0.0573242776758309,7.0,0.0,1.0,0.0,0.0,50.0,u1h5ive2,posinfo,44.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,5.0,5.0,3.0,545.0,8.0,8.0
5b17642244127b00013f7f65,60.0,2,0.0,53.0,healthy,119.0,152.0,,184.0,200.0,1360.0,3247.0,3372.0,3322.0,53.0,32.0,6.25,0.0573242776758309,7.0,0.0,1.0,0.0,10.0,40.0,u1h5ive2,fullinfo,37.0,1.0,0.0,8.0,4.0,1.0,-1.0,0.0,0.0,5.0,4.0,5.0,3.0,5.0,755.0,6.0,
599973b4336b6b000159e62d,40.0,2,0.0,26.0,healthy,78.0,12.0,,145.0,,,1050.0,,93.0,26.0,14.0,45.0,0.0573242776758309,7.0,0.0,1.0,0.0,22.0,28.0,u1h5ive2,neginfo,25.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,484.0,6.0,5.0
5bad16bfd0e97100013f49ad,80.0,2,1.0,7.0,ill,,,,,,,,,,7.0,21.0,26.0,0.731058446378433,5.0,1.0,9.0,1.0,50.0,125.0,u1h5ive2,fullinfo,49.0,0.0,1.0,7.0,1.0,3.0,1.0,1.0,6.0,7.0,9.0,4.0,5.0,8.0,730.0,0.0,5.0
5bb0e35556161d0001feccdc,20.0,2,0.0,17.0,ill,1159.0,3856.0,,971.0,4909.0,6680.0,8981.0,5534.0,9442.0,17.0,15.0,90.0,0.731058446378433,5.0,1.0,9.0,1.0,10.0,40.0,u1h5ive2,baseline,63.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,541.0,9.0,0.0
5ce2cde71d1060001a811155,80.0,2,1.0,13.0,ill,,,,,,19712.0,14662.0,5495.0,11296.0,13.0,34.0,65.5,0.731058446378433,5.0,1.0,9.0,1.0,10.0,40.0,u1h5ive2,posinfo,51.0,1.0,0.0,7.0,2.0,4.0,1.0,0.0,2.0,4.0,5.0,3.0,2.0,3.0,656.0,2.0,4.0
6128188a420f8d3f27f8d8b1,100.0,2,1.0,18.0,ill,,,,,,,,,,18.0,49.0,10.0,0.731058446378433,5.0,1.0,9.0,1.0,50.0,0.0,u1h5ive2,neginfo,19.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,6.0,5.0,7.0,6.0,1.0,5.0,427.0,3.0,5.0
60faa15c2865f29284c740fc,80.0,2,0.0,33.0,healthy,,,,,,,,,100.0,33.0,30.0,75.0,0.731058446378433,5.0,1.0,9.0,1.0,30.0,95.0,u1h5ive2,varinfo,20.0,2.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,587.0,9.0,5.0
62b445062f732535911f91b7,40.0,2,1.0,10.0,healthy,151.0,79.0,,391.0,,5154.0,8928.0,18288.0,20530.0,10.0,20.0,75.0,0.4328171666771135,3.15637,1.0,3.0,1.0,10.0,40.0,u1h5ive2,neginfo,26.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,6.0,4.0,3.0,3.0,1.0,3.0,682.0,8.0,7.0
5b97f2375612b30001acc4c9,100.0,2,1.0,50.0,healthy,,,,,1624.0,1023.0,1015.0,130.0,2222.0,50.0,50.0,70.0,0.4328171666771135,3.15637,1.0,3.0,1.0,20.0,30.0,u1h5ive2,baseline,41.0,1.0,1.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,410.0,7.0,9.0
5c762ce8eda5da001662be0b,60.0,2,1.0,13.0,healthy,1014.0,6427.0,,509.0,2270.0,1039.0,2110.0,2062.0,1556.0,13.0,45.0,43.0,0.4328171666771135,3.15637,1.0,3.0,1.0,50.0,0.0,u1h5ive2,fullinfo,27.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,3.0,6.0,3.0,5.0,4.0,4.0,655.0,7.0,4.0
637f86d14043aee189917962,80.0,2,1.0,19.0,healthy,,,,,,1680.0,2241.0,2296.0,3366.0,19.0,49.0,50.5,0.4328171666771135,3.15637,1.0,3.0,1.0,50.0,0.0,u1h5ive2,varinfo,40.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,2.0,0.0,7.0,6.0,3.0,5.0,470.0,,
