label,loss_amount,round_number,purchased_coverage,random_number,state,timer_faq_choiceaffectsprice,timer_faq_howitworks,timer_faq_noinsurance,timer_faq_coverage,timer_char7,timer_char4,timer_char3,timer_char2,timer_char1,insurance,WTP,belief,prob,var4,var3,var2,var1,number_entered,result_risk,session.code,treatment,age,gender,smoker,health,exercisedays,exercisehours,insurancehealth,lifeinsurance,riskdriving,riskfinance,risksport,riskjob,riskhealth,risk,final_payoff,HL_switchpoint,HLLF_switchpoint
5d3ef33e8da0790017c90e08,60.0,1,1.0,2.0,healthy,1723.0,,,1085.0,,2938.0,2228.0,1638.0,12702.0,2.0,30.0,78.75,0.3220395695513543,8.0,1.0,7.8731,1.0,0.0,50.0,z4e619dv,varinfo,32.0,0.0,1.0,5.0,3.0,0.5,1.0,0.0,3.0,3.0,6.0,5.0,6.0,5.0,643.0,6.0,6.0
55da1c4669dbc30010b67569,60.0,1,1.0,13.0,healthy,671.0,28125.0,,1293.0,,,,103.0,638.0,13.0,25.0,45.75,0.3220395695513543,8.0,1.0,7.8731,1.0,50.0,0.0,z4e619dv,baseline,33.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,9.0,4.0,6.0,3.0,4.0,453.0,4.0,4.0
5dc8dff727a26762edc4c858,60.0,1,1.0,26.0,healthy,3695.0,2025.0,,1578.0,6904.0,91.0,46.0,951.0,8950.0,26.0,30.0,32.25,0.3220395695513543,8.0,1.0,7.8731,1.0,0.25,50.375,z4e619dv,fullinfo,34.0,1.0,0.0,6.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,724.375,9.0,9.0
5eb7094fbb8ed70b61398cff,20.0,1,0.0,16.0,ill,435.0,214.0,,678.0,,,,2198.0,1774.0,16.0,2.0,25.0,0.3220395695513543,8.0,1.0,7.8731,1.0,50.0,125.0,z4e619dv,neginfo,44.0,1.0,0.0,8.0,7.0,0.5,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,614.0,0.0,0.0
5c4f7b99b33a5300013dbfdd,20.0,1,0.0,14.0,healthy,2055.0,11635.0,,1044.0,,,,,94.0,14.0,5.0,35.0,0.3220395695513543,8.0,1.0,7.8731,1.0,10.0,40.0,z4e619dv,posinfo,27.0,1.0,0.0,7.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,2.0,493.0,7.0,7.0
606451b5aab2ec4afaae10f4,20.0,1,0.0,19.0,healthy,,,,,,,,,96.0,19.0,10.0,54.25,0.2689415536215669,4.0,1.0,2.0,1.0,0.0,50.0,z4e619dv,fullinfo,32.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,-1.0,3.0,-1.0,3.0,1.0,2.0,732.0,8.0,8.0
5bddfba7712eb800010d3a61,40.0,1,0.0,35.0,ill,14461.0,9895.0,,2087.0,17303.0,4089.0,5472.0,8751.0,13360.0,35.0,20.0,50.0,0.2689415536215669,4.0,1.0,2.0,1.0,50.0,0.0,z4e619dv,baseline,53.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,458.0,,
5e4db49d96e3c32079f64790,40.0,1,1.0,5.0,healthy,2.0,44.0,,2.0,,7.0,11.0,18.0,99.0,5.0,19.0,36.0,0.2689415536215669,4.0,1.0,2.0,1.0,0.05,50.075,z4e619dv,neginfo,52.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,5.0,6.0,1.0,3.0,7.0,5.0,499.075,8.0,8.0
604ce6075c751bc1e1a11dd5,40.0,1,1.0,14.0,healthy,,,,,,6664.0,205.0,3065.0,9122.0,14.0,18.0,47.75,0.2689415536215669,4.0,1.0,2.0,1.0,0.0,50.0,z4e619dv,posinfo,41.0,1.0,0.0,9.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,603.0,5.0,5.0
5b5345492a4d0c0001ae2e12,100.0,1,1.0,31.0,healthy,9754.0,24000.0,,2395.0,,93972.0,32628.0,42562.0,33531.0,31.0,90.0,90.25,0.2689415536215669,4.0,1.0,2.0,1.0,10.0,40.0,z4e619dv,varinfo,26.0,0.0,0.0,9.0,3.0,1.0,-1.0,0.0,7.0,5.0,8.0,4.0,5.0,6.0,424.0,6.0,7.0
