session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
6g90d5qp,1,x7p0aya2,0,,InitializeParticipant,1670339228,1,0,0
6g90d5qp,2,chg3w80w,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,3,tg58eqhj,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,4,l7kfu4h0,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,5,flzgpw82,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,6,y00z6cl9,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,7,1104e28q,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,8,zfh4fo7z,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,9,nydpglfd,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,10,4pq2ohmh,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,11,6updj27m,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,12,4kd0ebs2,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,13,b9s21xba,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,14,k34s0bhl,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,15,brp5p29z,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,16,ssm5rsmx,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,17,5u3ka417,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,18,oz1thpzr,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,19,u8o27r34,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,20,iqefzwjt,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,21,w541nm9n,0,,InitializeParticipant,1670339233,1,0,0
6g90d5qp,22,ywh18de4,0,,InitializeParticipant,1670339245,1,0,0
6g90d5qp,23,088czpln,0,,InitializeParticipant,1670339245,1,0,0
6g90d5qp,24,sil165m5,0,,InitializeParticipant,1670339245,1,0,0
6g90d5qp,25,ky8aa6n1,0,,InitializeParticipant,1670339245,1,0,0
6g90d5qp,26,rrus8miw,0,,InitializeParticipant,1670339245,1,0,0
6g90d5qp,27,cqat3jhe,0,,InitializeParticipant,1670339245,1,0,0
6g90d5qp,28,z24tj3h9,0,,InitializeParticipant,1670339245,1,0,0
