label,loss_amount,round_number,purchased_coverage,random_number,state,timer_faq_choiceaffectsprice,timer_faq_howitworks,timer_faq_noinsurance,timer_faq_coverage,timer_char7,timer_char4,timer_char3,timer_char2,timer_char1,insurance,WTP,belief,prob,var4,var3,var2,var1,number_entered,result_risk,session.code,treatment,age,gender,smoker,health,exercisedays,exercisehours,insurancehealth,lifeinsurance,riskdriving,riskfinance,risksport,riskjob,riskhealth,risk,final_payoff,HL_switchpoint,HLLF_switchpoint
5c5c1528f1c982000151090a,20.0,1,0.0,1.0,healthy,,,,,,7609.0,3510.0,4598.0,15011.0,1.0,0.0,62.5,0.3220395695513543,8.0,1.0,7.8731,1.0,50.0,125.0,u42rqgo5,posinfo,28.0,0.0,0.0,8.0,6.0,2.0,1.0,1.0,6.0,2.0,4.0,2.0,3.0,6.0,556.0,7.0,9
5bc73b9f821054000181a853,20.0,1,0.0,20.0,ill,5405.0,18931.0,,3033.0,8392.0,,,,230.0,20.0,16.0,18.0,0.3220395695513543,8.0,1.0,7.8731,1.0,10.0,40.0,u42rqgo5,baseline,53.0,0.0,0.0,8.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,491.0,8.0,6
5f0c5a561cecb606cd7987b0,100.0,1,0.0,99.0,ill,3560.0,,,,,3775.0,6784.0,61156.0,20597.0,99.0,40.0,81.0,0.3220395695513543,8.0,1.0,7.8731,1.0,0.0,50.0,u42rqgo5,neginfo,22.0,0.0,0.0,5.0,5.0,0.5,1.0,0.0,0.0,1.0,5.0,2.0,5.0,3.0,496.0,8.0,8
5c9d88bb2b3c77001744ec1c,80.0,1,1.0,21.0,healthy,4649.0,37251.0,,1119.0,,3446.0,10633.0,37523.0,25962.0,21.0,45.0,66.75,0.3220395695513543,8.0,1.0,7.8731,1.0,50.0,0.0,u42rqgo5,varinfo,36.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,1.0,8.0,3.0,5.0,2.0,5.0,413.0,8.0,3
5c17c149f596b100011ca8b8,60.0,1,0.0,47.0,healthy,18060.0,19962.0,,2027.0,9848.0,8293.0,4658.0,10648.0,8369.0,47.0,15.0,32.0,0.3220395695513543,8.0,1.0,7.8731,1.0,16.0,74.0,u42rqgo5,fullinfo,35.0,1.0,0.0,8.0,0.0,0.2,1.0,0.0,0.0,3.0,1.0,4.0,0.0,2.0,565.0,0.0,5
5ea0304b6d57b8000c9b742c,100.0,1,1.0,6.0,healthy,3421.0,21150.0,,1425.0,,12816.0,29956.0,17033.0,25055.0,6.0,20.0,85.75,0.2689415536215669,4.0,1.0,2.0,1.0,5.0,45.0,u42rqgo5,varinfo,51.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,9.0,8.0,3.0,0.0,8.0,701.0,6.0,4
5e7f1c5ee2d6185def08ac67,60.0,1,0.0,43.0,healthy,7335.0,35755.0,,1833.0,,4851.0,10428.0,29257.0,34725.0,43.0,10.0,40.0,0.2689415536215669,4.0,1.0,2.0,1.0,10.0,40.0,u42rqgo5,neginfo,68.0,1.0,0.0,8.0,3.0,1.0,1.0,0.0,5.0,5.0,7.0,6.0,5.0,6.0,493.0,7.0,4
5f674b595c87a8334c381ae7,60.0,1,1.0,15.0,healthy,16574.0,45826.0,,3567.0,,23502.0,13168.0,7381.0,17069.0,15.0,20.0,37.25,0.2689415536215669,4.0,1.0,2.0,1.0,10.0,65.0,u42rqgo5,posinfo,72.0,0.0,0.0,6.0,2.0,0.5,0.0,0.0,2.0,4.0,4.0,0.0,0.0,2.0,492.0,,4
604e7009ec21c0e9b6990c6f,20.0,1,1.0,12.0,healthy,,,,2.0,6.0,1.0,4.0,7.0,1.0,12.0,15.0,47.25,0.2689415536215669,4.0,1.0,2.0,1.0,20.0,30.0,u42rqgo5,baseline,31.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,6.0,6.0,7.0,7.0,5.0,7.0,526.0,7.0,8
629b3b3c89d490460eacbfbc,40.0,1,0.0,20.0,healthy,6813.0,33288.0,,2513.0,,77.0,66.0,,73.0,20.0,14.0,26.75,0.2689415536215669,4.0,1.0,2.0,1.0,25.0,87.5,u42rqgo5,fullinfo,37.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,3.0,5.0,4.0,1.0,1.0,3.0,840.5,7.0,7
630cba3d8762889cd38def30,20.0,1,1.0,15.0,healthy,,,,,,4.0,4.0,4.0,24.0,15.0,18.0,47.0,0.2141651641257343,6.0,0.0,4.0,0.0,30.0,20.0,u42rqgo5,neginfo,21.0,0.0,-1.0,7.0,4.0,2.0,1.0,0.0,5.0,2.0,8.0,6.0,5.0,5.0,491.0,8.0,7
