label,loss_amount,round_number,purchased_coverage,random_number,state,timer_faq_choiceaffectsprice,timer_faq_howitworks,timer_faq_noinsurance,timer_faq_coverage,timer_char7,timer_char4,timer_char3,timer_char2,timer_char1,insurance,WTP,belief,prob,var4,var3,var2,var1,number_entered,result_risk,session.code,treatment,age,gender,smoker,health,exercisedays,exercisehours,insurancehealth,lifeinsurance,riskdriving,riskfinance,risksport,riskjob,riskhealth,risk,final_payoff,HL_switchpoint,HLLF_switchpoint
595804ea8b58be00012c25a1,80.0,1,0.0,56.0,healthy,7073.0,12393.0,,1929.0,,4215.0,5799.0,25863.0,21592.0,56.0,25.0,30.5,0.3220395695513543,8.0,1.0,7.8731,1.0,0.0,50.0,rv8l9v05,varinfo,50.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,556.0,7.0,6.0
62682277645054f5802459b8,100.0,1,0.0,87.0,healthy,5479.0,9580.0,,981.0,45082.0,15326.0,6582.0,35207.0,17601.0,87.0,20.0,32.0,0.3220395695513543,8.0,1.0,7.8731,1.0,30.0,95.0,rv8l9v05,fullinfo,56.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,893.0,5.0,5.0
57d5ab3a722df500017f3622,60.0,1,0.0,54.0,ill,2528.0,22110.0,,1477.0,,8.0,9.0,17.0,125.0,54.0,10.0,22.0,0.3220395695513543,8.0,1.0,7.8731,1.0,25.0,87.5,rv8l9v05,neginfo,42.0,0.0,0.0,9.0,5.0,1.0,1.0,0.0,0.0,2.0,8.0,6.0,0.0,4.0,579.5,9.0,9.0
6266b0409582f553a3e10d9a,20.0,1,0.0,19.0,ill,3108.0,35278.0,,1972.0,,34861.0,11509.0,13762.0,17302.0,19.0,5.0,26.0,0.3220395695513543,8.0,1.0,7.8731,1.0,20.0,30.0,rv8l9v05,posinfo,53.0,0.0,0.0,8.0,6.0,1.0,1.0,0.0,2.0,5.0,3.0,5.0,3.0,3.0,524.0,6.0,6.0
614a4492903df4380cb1a0c2,40.0,1,1.0,17.0,healthy,5070.0,15850.0,,1637.0,5887.0,6074.0,7388.0,8321.0,13509.0,17.0,20.0,50.0,0.3220395695513543,8.0,1.0,7.8731,1.0,0.0,50.0,rv8l9v05,baseline,52.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,632.0,7.0,7.0
62fc9f0a3186ccfb69e7d528,100.0,1,0.0,85.0,healthy,3159.0,15648.0,,1599.0,5880.0,9327.0,13088.0,16205.0,18656.0,85.0,25.0,30.0,0.2689415536215669,4.0,1.0,2.0,1.0,33.0,99.5,rv8l9v05,baseline,57.0,0.0,0.0,9.0,4.0,2.0,1.0,0.0,3.0,3.0,9.0,8.0,7.0,6.0,738.5,4.0,6.0
5f6388c21b14c5079764e750,40.0,1,1.0,8.0,healthy,1339.0,15822.0,,1881.0,,77287.0,52779.0,53578.0,26195.0,8.0,15.0,36.0,0.2689415536215669,4.0,1.0,2.0,1.0,25.0,25.0,rv8l9v05,posinfo,33.0,0.0,0.0,7.0,2.0,1.0,-1.0,0.0,1.0,4.0,5.0,3.0,1.0,4.0,655.0,7.0,5.0
5f6b027e6eae971e2fa13594,80.0,1,0.0,25.0,ill,1159.0,6047.0,,1120.0,,12937.0,15075.0,28596.0,39525.0,25.0,15.0,50.0,0.2689415536215669,4.0,1.0,2.0,1.0,20.0,30.0,rv8l9v05,neginfo,34.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,5.0,8.0,6.0,5.0,5.0,7.0,429.0,8.0,3.0
5e39dfdc54fca708912dfab5,20.0,1,0.0,20.0,healthy,6279.0,,,,,,,,74.0,20.0,5.0,20.0,0.2689415536215669,4.0,1.0,2.0,1.0,25.0,25.0,rv8l9v05,varinfo,59.0,0.0,0.0,8.0,5.0,2.0,1.0,0.0,6.0,8.0,7.0,5.0,0.0,6.0,523.0,5.0,6.0
5987030cfd8cca00015cbc26,60.0,1,0.0,17.0,ill,10213.0,5330.0,,1058.0,4450.0,5167.0,28714.0,27891.0,33561.0,17.0,15.0,27.0,0.2689415536215669,4.0,1.0,2.0,1.0,30.0,95.0,rv8l9v05,fullinfo,58.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,9.0,4.0,6.0,8.0,8.0,812.0,3.0,3.0
