session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
gohoxkpv,1,2ttv3c0z,0,,InitializeParticipant,1669217489,1,0,0
gohoxkpv,2,pnjny8is,0,,InitializeParticipant,1669217586,1,0,0
gohoxkpv,2,pnjny8is,1,preexperiment,InformedConsentDE,1669217597,1,0,0
gohoxkpv,3,309wwago,0,,InitializeParticipant,1669217625,1,0,0
gohoxkpv,2,pnjny8is,2,preexperiment,Instructions,1669217626,1,0,0
gohoxkpv,2,pnjny8is,3,preexperiment,PartIWelcome,1669217630,1,0,0
gohoxkpv,4,i5n3xh0i,0,,InitializeParticipant,1669217638,1,0,0
gohoxkpv,5,ro5vwx05,0,,InitializeParticipant,1669217639,1,0,0
gohoxkpv,6,optomh7h,0,,InitializeParticipant,1669217646,1,0,0
gohoxkpv,7,c7qx7vm2,0,,InitializeParticipant,1669217648,1,0,0
gohoxkpv,8,nctifuwv,0,,InitializeParticipant,1669217650,1,0,0
gohoxkpv,9,inn2mpb7,0,,InitializeParticipant,1669217655,1,0,0
gohoxkpv,3,309wwago,1,preexperiment,InformedConsentDE,1669217656,1,0,0
gohoxkpv,8,nctifuwv,1,preexperiment,InformedConsentDE,1669217658,1,0,0
gohoxkpv,10,aa8ihtse,0,,InitializeParticipant,1669217660,1,0,0
gohoxkpv,11,t9c5dti2,0,,InitializeParticipant,1669217665,1,0,0
gohoxkpv,4,i5n3xh0i,1,preexperiment,InformedConsentDE,1669217665,1,0,0
gohoxkpv,8,nctifuwv,2,preexperiment,Instructions,1669217670,1,0,0
gohoxkpv,12,7tct14pp,0,,InitializeParticipant,1669217670,1,0,0
gohoxkpv,8,nctifuwv,3,preexperiment,PartIWelcome,1669217673,1,0,0
gohoxkpv,5,ro5vwx05,1,preexperiment,InformedConsentDE,1669217675,1,0,0
gohoxkpv,10,aa8ihtse,1,preexperiment,InformedConsentDE,1669217677,1,0,0
gohoxkpv,4,i5n3xh0i,2,preexperiment,Instructions,1669217678,1,0,0
gohoxkpv,2,pnjny8is,4,preexperiment,Questionnaire,1669217682,1,0,0
gohoxkpv,4,i5n3xh0i,3,preexperiment,PartIWelcome,1669217682,1,0,0
gohoxkpv,13,mzv8an8l,0,,InitializeParticipant,1669217694,1,0,0
gohoxkpv,12,7tct14pp,1,preexperiment,InformedConsentDE,1669217699,1,0,0
gohoxkpv,6,optomh7h,1,preexperiment,InformedConsentDE,1669217701,1,0,0
gohoxkpv,11,t9c5dti2,1,preexperiment,InformedConsentDE,1669217702,1,0,0
gohoxkpv,14,h1gyamu0,0,,InitializeParticipant,1669217708,1,0,0
gohoxkpv,5,ro5vwx05,2,preexperiment,Instructions,1669217713,1,0,0
gohoxkpv,2,pnjny8is,5,preexperiment,RiskElicitation,1669217715,1,0,0
gohoxkpv,2,pnjny8is,6,preexperiment,ResultsRisk,1669217717,1,0,0
gohoxkpv,10,aa8ihtse,2,preexperiment,Instructions,1669217717,1,0,0
gohoxkpv,13,mzv8an8l,1,preexperiment,InformedConsentDE,1669217719,1,0,0
gohoxkpv,11,t9c5dti2,2,preexperiment,Instructions,1669217721,1,0,0
