session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
98gfshlx,1,biyhy4ur,0,,InitializeParticipant,1669372534,1,0,0
98gfshlx,2,mpiyfqd4,0,,InitializeParticipant,1669372682,1,0,0
98gfshlx,3,s3d5b7e1,0,,InitializeParticipant,1669372684,1,0,0
98gfshlx,4,1q7z7otg,0,,InitializeParticipant,1669372686,1,0,0
98gfshlx,5,a7d7uylv,0,,InitializeParticipant,1669372688,1,0,0
98gfshlx,6,pbo6td0j,0,,InitializeParticipant,1669372691,1,0,0
98gfshlx,7,fk7go6gt,0,,InitializeParticipant,1669372693,1,0,0
98gfshlx,8,s03eqg86,0,,InitializeParticipant,1669372693,1,0,0
98gfshlx,6,pbo6td0j,1,preexperiment,InformedConsentDE,1669372695,1,0,0
98gfshlx,9,b9uaaft7,0,,InitializeParticipant,1669372696,1,0,0
98gfshlx,5,a7d7uylv,1,preexperiment,InformedConsentDE,1669372696,1,0,0
98gfshlx,10,57p09k7n,0,,InitializeParticipant,1669372696,1,0,0
98gfshlx,11,2ufrjhp6,0,,InitializeParticipant,1669372699,1,0,0
98gfshlx,12,36gm1047,0,,InitializeParticipant,1669372699,1,0,0
98gfshlx,13,eyizuu64,0,,InitializeParticipant,1669372700,1,0,0
98gfshlx,14,oe7aujvi,0,,InitializeParticipant,1669372700,1,0,0
98gfshlx,2,mpiyfqd4,1,preexperiment,InformedConsentDE,1669372700,1,0,0
98gfshlx,14,oe7aujvi,1,preexperiment,InformedConsentDE,1669372703,1,0,0
98gfshlx,15,w2q5ao29,0,,InitializeParticipant,1669372704,1,0,0
98gfshlx,8,s03eqg86,1,preexperiment,InformedConsentDE,1669372705,1,0,0
98gfshlx,16,n8uk9dl2,0,,InitializeParticipant,1669372706,1,0,0
98gfshlx,11,2ufrjhp6,1,preexperiment,InformedConsentDE,1669372706,1,0,0
98gfshlx,17,k959pfox,0,,InitializeParticipant,1669372707,1,0,0
98gfshlx,18,2h2hojtl,0,,InitializeParticipant,1669372708,1,0,0
98gfshlx,9,b9uaaft7,1,preexperiment,InformedConsentDE,1669372708,1,0,0
98gfshlx,19,qy2a27c2,0,,InitializeParticipant,1669372708,1,0,0
98gfshlx,20,n6mw2i5t,0,,InitializeParticipant,1669372709,1,0,0
98gfshlx,21,y2q9d89y,0,,InitializeParticipant,1669372709,1,0,0
98gfshlx,15,w2q5ao29,1,preexperiment,InformedConsentDE,1669372710,1,0,0
98gfshlx,22,kbcfnd9j,0,,InitializeParticipant,1669372710,1,0,0
98gfshlx,16,n8uk9dl2,1,preexperiment,InformedConsentDE,1669372712,1,0,0
98gfshlx,14,oe7aujvi,2,preexperiment,Instructions,1669372712,1,0,0
98gfshlx,23,d03sqg9b,0,,InitializeParticipant,1669372714,1,0,0
98gfshlx,10,57p09k7n,1,preexperiment,InformedConsentDE,1669372716,1,0,0
